evidence_label,corpus_seed,transition_method,tetrahedron,cocycle_phase_residual,normalized_cocycle_residual
natural_measured,1,low_rank_subspace,0-2-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,0-2-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-2-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-4-5,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-4-6,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-4-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-3-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-4-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,0-4-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-4-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,0-5-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-3-4,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-3-5,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-3-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-3-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-4-5,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-4-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-4-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-2-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-4-5,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-4-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-4-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-3-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-4-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,1-4-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-4-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,1-5-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-4-5,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-4-6,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-4-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-3-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-4-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,2-4-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-4-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,2-5-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,3-4-5-6,0.0,0.0
natural_measured,1,low_rank_subspace,3-4-5-7,0.0,0.0
natural_measured,1,low_rank_subspace,3-4-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,3-5-6-7,0.0,0.0
natural_measured,1,low_rank_subspace,4-5-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-2-3,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-2-4,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-2-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-2-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-2-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-3-4,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-3-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-3-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-3-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-1-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-3-4,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-3-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-3-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-3-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-2-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-3-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-4-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,0-4-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-4-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,0-5-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-3-4,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-3-5,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-3-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-3-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-2-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-3-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-4-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,1-4-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-4-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,1-5-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-4-5,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-4-6,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-4-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-3-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-4-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,2-4-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-4-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,2-5-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,3-4-5-6,0.0,0.0
natural_measured,1,joint_weight_activation,3-4-5-7,0.0,0.0
natural_measured,1,joint_weight_activation,3-4-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,3-5-6-7,0.0,0.0
natural_measured,1,joint_weight_activation,4-5-6-7,0.0,0.0
natural_measured,2,weight_based,0-1-2-3,0.0,0.0
natural_measured,2,weight_based,0-1-2-4,0.0,0.0
natural_measured,2,weight_based,0-1-2-5,0.0,0.0
natural_measured,2,weight_based,0-1-2-6,0.0,0.0
natural_measured,2,weight_based,0-1-2-7,0.0,0.0
natural_measured,2,weight_based,0-1-3-4,0.0,0.0
natural_measured,2,weight_based,0-1-3-5,0.0,0.0
natural_measured,2,weight_based,0-1-3-6,0.0,0.0
natural_measured,2,weight_based,0-1-3-7,0.0,0.0
natural_measured,2,weight_based,0-1-4-5,0.0,0.0
natural_measured,2,weight_based,0-1-4-6,0.0,0.0
natural_measured,2,weight_based,0-1-4-7,0.0,0.0
natural_measured,2,weight_based,0-1-5-6,0.0,0.0
natural_measured,2,weight_based,0-1-5-7,0.0,0.0
natural_measured,2,weight_based,0-1-6-7,0.0,0.0
natural_measured,2,weight_based,0-2-3-4,0.0,0.0
natural_measured,2,weight_based,0-2-3-5,0.0,0.0
natural_measured,2,weight_based,0-2-3-6,0.0,0.0
natural_measured,2,weight_based,0-2-3-7,0.0,0.0
natural_measured,2,weight_based,0-2-4-5,0.0,0.0
natural_measured,2,weight_based,0-2-4-6,0.0,0.0
natural_measured,2,weight_based,0-2-4-7,0.0,0.0
natural_measured,2,weight_based,0-2-5-6,0.0,0.0
natural_measured,2,weight_based,0-2-5-7,0.0,0.0
natural_measured,2,weight_based,0-2-6-7,0.0,0.0
natural_measured,2,weight_based,0-3-4-5,0.0,0.0
natural_measured,2,weight_based,0-3-4-6,0.0,0.0
natural_measured,2,weight_based,0-3-4-7,0.0,0.0
natural_measured,2,weight_based,0-3-5-6,0.0,0.0
natural_measured,2,weight_based,0-3-5-7,0.0,0.0
natural_measured,2,weight_based,0-3-6-7,0.0,0.0
natural_measured,2,weight_based,0-4-5-6,0.0,0.0
natural_measured,2,weight_based,0-4-5-7,0.0,0.0
natural_measured,2,weight_based,0-4-6-7,0.0,0.0
natural_measured,2,weight_based,0-5-6-7,0.0,0.0
natural_measured,2,weight_based,1-2-3-4,0.0,0.0
natural_measured,2,weight_based,1-2-3-5,0.0,0.0
natural_measured,2,weight_based,1-2-3-6,0.0,0.0
natural_measured,2,weight_based,1-2-3-7,0.0,0.0
natural_measured,2,weight_based,1-2-4-5,0.0,0.0
natural_measured,2,weight_based,1-2-4-6,0.0,0.0
natural_measured,2,weight_based,1-2-4-7,0.0,0.0
natural_measured,2,weight_based,1-2-5-6,0.0,0.0
natural_measured,2,weight_based,1-2-5-7,0.0,0.0
natural_measured,2,weight_based,1-2-6-7,0.0,0.0
natural_measured,2,weight_based,1-3-4-5,0.0,0.0
natural_measured,2,weight_based,1-3-4-6,0.0,0.0
natural_measured,2,weight_based,1-3-4-7,0.0,0.0
natural_measured,2,weight_based,1-3-5-6,0.0,0.0
natural_measured,2,weight_based,1-3-5-7,0.0,0.0
natural_measured,2,weight_based,1-3-6-7,0.0,0.0
natural_measured,2,weight_based,1-4-5-6,0.0,0.0
natural_measured,2,weight_based,1-4-5-7,0.0,0.0
natural_measured,2,weight_based,1-4-6-7,0.0,0.0
natural_measured,2,weight_based,1-5-6-7,0.0,0.0
natural_measured,2,weight_based,2-3-4-5,0.0,0.0
natural_measured,2,weight_based,2-3-4-6,0.0,0.0
natural_measured,2,weight_based,2-3-4-7,0.0,0.0
natural_measured,2,weight_based,2-3-5-6,0.0,0.0
natural_measured,2,weight_based,2-3-5-7,0.0,0.0
natural_measured,2,weight_based,2-3-6-7,0.0,0.0
natural_measured,2,weight_based,2-4-5-6,0.0,0.0
natural_measured,2,weight_based,2-4-5-7,0.0,0.0
natural_measured,2,weight_based,2-4-6-7,0.0,0.0
natural_measured,2,weight_based,2-5-6-7,0.0,0.0
natural_measured,2,weight_based,3-4-5-6,0.0,0.0
natural_measured,2,weight_based,3-4-5-7,0.0,0.0
natural_measured,2,weight_based,3-4-6-7,0.0,0.0
natural_measured,2,weight_based,3-5-6-7,0.0,0.0
natural_measured,2,weight_based,4-5-6-7,0.0,0.0
natural_measured,2,activation_procrustes,0-1-2-3,0.0,0.0
natural_measured,2,activation_procrustes,0-1-2-4,0.0,0.0
natural_measured,2,activation_procrustes,0-1-2-5,0.0,0.0
natural_measured,2,activation_procrustes,0-1-2-6,0.0,0.0
natural_measured,2,activation_procrustes,0-1-2-7,0.0,0.0
natural_measured,2,activation_procrustes,0-1-3-4,0.0,0.0
natural_measured,2,activation_procrustes,0-1-3-5,0.0,0.0
natural_measured,2,activation_procrustes,0-1-3-6,0.0,0.0
natural_measured,2,activation_procrustes,0-1-3-7,0.0,0.0
natural_measured,2,activation_procrustes,0-1-4-5,0.0,0.0
natural_measured,2,activation_procrustes,0-1-4-6,0.0,0.0
natural_measured,2,activation_procrustes,0-1-4-7,0.0,0.0
natural_measured,2,activation_procrustes,0-1-5-6,0.0,0.0
natural_measured,2,activation_procrustes,0-1-5-7,0.0,0.0
natural_measured,2,activation_procrustes,0-1-6-7,0.0,0.0
natural_measured,2,activation_procrustes,0-2-3-4,0.0,0.0
natural_measured,2,activation_procrustes,0-2-3-5,0.0,0.0
natural_measured,2,activation_procrustes,0-2-3-6,0.0,0.0
natural_measured,2,activation_procrustes,0-2-3-7,0.0,0.0
natural_measured,2,activation_procrustes,0-2-4-5,0.0,0.0
natural_measured,2,activation_procrustes,0-2-4-6,0.0,0.0
natural_measured,2,activation_procrustes,0-2-4-7,0.0,0.0
natural_measured,2,activation_procrustes,0-2-5-6,0.0,0.0
natural_measured,2,activation_procrustes,0-2-5-7,0.0,0.0
natural_measured,2,activation_procrustes,0-2-6-7,0.0,0.0
natural_measured,2,activation_procrustes,0-3-4-5,0.0,0.0
natural_measured,2,activation_procrustes,0-3-4-6,0.0,0.0
natural_measured,2,activation_procrustes,0-3-4-7,0.0,0.0
natural_measured,2,activation_procrustes,0-3-5-6,0.0,0.0
natural_measured,2,activation_procrustes,0-3-5-7,0.0,0.0
natural_measured,2,activation_procrustes,0-3-6-7,0.0,0.0
natural_measured,2,activation_procrustes,0-4-5-6,0.0,0.0
natural_measured,2,activation_procrustes,0-4-5-7,0.0,0.0
natural_measured,2,activation_procrustes,0-4-6-7,0.0,0.0
natural_measured,2,activation_procrustes,0-5-6-7,0.0,0.0
natural_measured,2,activation_procrustes,1-2-3-4,0.0,0.0
natural_measured,2,activation_procrustes,1-2-3-5,0.0,0.0
natural_measured,2,activation_procrustes,1-2-3-6,0.0,0.0
natural_measured,2,activation_procrustes,1-2-3-7,0.0,0.0
natural_measured,2,activation_procrustes,1-2-4-5,0.0,0.0
natural_measured,2,activation_procrustes,1-2-4-6,0.0,0.0
natural_measured,2,activation_procrustes,1-2-4-7,0.0,0.0
natural_measured,2,activation_procrustes,1-2-5-6,0.0,0.0
natural_measured,2,activation_procrustes,1-2-5-7,0.0,0.0
natural_measured,2,activation_procrustes,1-2-6-7,0.0,0.0
natural_measured,2,activation_procrustes,1-3-4-5,0.0,0.0
natural_measured,2,activation_procrustes,1-3-4-6,0.0,0.0
natural_measured,2,activation_procrustes,1-3-4-7,0.0,0.0
natural_measured,2,activation_procrustes,1-3-5-6,0.0,0.0
natural_measured,2,activation_procrustes,1-3-5-7,0.0,0.0
natural_measured,2,activation_procrustes,1-3-6-7,0.0,0.0
natural_measured,2,activation_procrustes,1-4-5-6,0.0,0.0
natural_measured,2,activation_procrustes,1-4-5-7,0.0,0.0
natural_measured,2,activation_procrustes,1-4-6-7,0.0,0.0
natural_measured,2,activation_procrustes,1-5-6-7,0.0,0.0
natural_measured,2,activation_procrustes,2-3-4-5,0.0,0.0
natural_measured,2,activation_procrustes,2-3-4-6,0.0,0.0
natural_measured,2,activation_procrustes,2-3-4-7,0.0,0.0
natural_measured,2,activation_procrustes,2-3-5-6,0.0,0.0
natural_measured,2,activation_procrustes,2-3-5-7,0.0,0.0
natural_measured,2,activation_procrustes,2-3-6-7,0.0,0.0
natural_measured,2,activation_procrustes,2-4-5-6,0.0,0.0
natural_measured,2,activation_procrustes,2-4-5-7,0.0,0.0
natural_measured,2,activation_procrustes,2-4-6-7,0.0,0.0
natural_measured,2,activation_procrustes,2-5-6-7,0.0,0.0
natural_measured,2,activation_procrustes,3-4-5-6,0.0,0.0
natural_measured,2,activation_procrustes,3-4-5-7,0.0,0.0
natural_measured,2,activation_procrustes,3-4-6-7,0.0,0.0
natural_measured,2,activation_procrustes,3-5-6-7,0.0,0.0
natural_measured,2,activation_procrustes,4-5-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-2-3,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-2-4,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-2-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-2-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-2-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-3-4,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-3-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-3-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-3-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-1-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-3-4,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-3-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-3-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-3-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-2-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-3-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-4-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,0-4-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-4-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,0-5-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-3-4,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-3-5,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-3-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-3-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-2-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-3-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-4-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,1-4-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-4-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,1-5-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-4-5,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-4-6,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-4-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-3-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-4-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,2-4-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-4-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,2-5-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,3-4-5-6,0.0,0.0
natural_measured,2,low_rank_subspace,3-4-5-7,0.0,0.0
natural_measured,2,low_rank_subspace,3-4-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,3-5-6-7,0.0,0.0
natural_measured,2,low_rank_subspace,4-5-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-2-3,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-2-4,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-2-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-2-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-2-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-3-4,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-3-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-3-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-3-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-1-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-3-4,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-3-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-3-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-3-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-2-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-3-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-4-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,0-4-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-4-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,0-5-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-3-4,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-3-5,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-3-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-3-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-2-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-3-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-4-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,1-4-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-4-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,1-5-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-4-5,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-4-6,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-4-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-3-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-4-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,2-4-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-4-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,2-5-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,3-4-5-6,0.0,0.0
natural_measured,2,joint_weight_activation,3-4-5-7,0.0,0.0
natural_measured,2,joint_weight_activation,3-4-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,3-5-6-7,0.0,0.0
natural_measured,2,joint_weight_activation,4-5-6-7,0.0,0.0
natural_measured,3,weight_based,0-1-2-3,0.0,0.0
natural_measured,3,weight_based,0-1-2-4,0.0,0.0
natural_measured,3,weight_based,0-1-2-5,0.0,0.0
natural_measured,3,weight_based,0-1-2-6,0.0,0.0
natural_measured,3,weight_based,0-1-2-7,0.0,0.0
natural_measured,3,weight_based,0-1-3-4,0.0,0.0
natural_measured,3,weight_based,0-1-3-5,0.0,0.0
natural_measured,3,weight_based,0-1-3-6,0.0,0.0
natural_measured,3,weight_based,0-1-3-7,0.0,0.0
natural_measured,3,weight_based,0-1-4-5,0.0,0.0
natural_measured,3,weight_based,0-1-4-6,0.0,0.0
natural_measured,3,weight_based,0-1-4-7,0.0,0.0
natural_measured,3,weight_based,0-1-5-6,0.0,0.0
natural_measured,3,weight_based,0-1-5-7,0.0,0.0
natural_measured,3,weight_based,0-1-6-7,0.0,0.0
natural_measured,3,weight_based,0-2-3-4,0.0,0.0
natural_measured,3,weight_based,0-2-3-5,0.0,0.0
natural_measured,3,weight_based,0-2-3-6,0.0,0.0
natural_measured,3,weight_based,0-2-3-7,0.0,0.0
natural_measured,3,weight_based,0-2-4-5,0.0,0.0
natural_measured,3,weight_based,0-2-4-6,0.0,0.0
natural_measured,3,weight_based,0-2-4-7,0.0,0.0
natural_measured,3,weight_based,0-2-5-6,0.0,0.0
natural_measured,3,weight_based,0-2-5-7,0.0,0.0
natural_measured,3,weight_based,0-2-6-7,0.0,0.0
natural_measured,3,weight_based,0-3-4-5,0.0,0.0
natural_measured,3,weight_based,0-3-4-6,0.0,0.0
natural_measured,3,weight_based,0-3-4-7,0.0,0.0
natural_measured,3,weight_based,0-3-5-6,0.0,0.0
natural_measured,3,weight_based,0-3-5-7,0.0,0.0
natural_measured,3,weight_based,0-3-6-7,0.0,0.0
natural_measured,3,weight_based,0-4-5-6,0.0,0.0
natural_measured,3,weight_based,0-4-5-7,0.0,0.0
natural_measured,3,weight_based,0-4-6-7,0.0,0.0
natural_measured,3,weight_based,0-5-6-7,0.0,0.0
natural_measured,3,weight_based,1-2-3-4,0.0,0.0
natural_measured,3,weight_based,1-2-3-5,0.0,0.0
natural_measured,3,weight_based,1-2-3-6,0.0,0.0
natural_measured,3,weight_based,1-2-3-7,0.0,0.0
natural_measured,3,weight_based,1-2-4-5,0.0,0.0
